conversion_id,source_canonical_key,source_shade_code,target_canonical_key,target_shade_code,strategy,mapping_confidence,component_role,normalized_tones,notes,source_document
aveda_3natural__dia_light,Aveda::Full Spectrum Permanent::US,3Natural,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 3Natural → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_2natural__majirel,Aveda::Full Spectrum Permanent::US,2Natural,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 2Natural → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_2natural__igora_vibrance,Aveda::Full Spectrum Permanent::US,2Natural,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 2Natural → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_2natural__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,2Natural,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 2Natural → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_2natural__socolor,Aveda::Full Spectrum Permanent::US,2Natural,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 2Natural → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_2natural__koleston_perfect,Aveda::Full Spectrum Permanent::US,2Natural,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 2Natural → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_2natural__dia_light,Aveda::Full Spectrum Permanent::US,2Natural,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 2Natural → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_1natural__majirel,Aveda::Full Spectrum Permanent::US,1Natural,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,base,Natural,Aveda 1Natural → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_1natural__igora_vibrance,Aveda::Full Spectrum Permanent::US,1Natural,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,base,Natural,Aveda 1Natural → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_1natural__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,1Natural,Redken::Shades EQ Gloss::US,,tone_level_match,high,base,Natural,Aveda 1Natural → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_1natural__socolor,Aveda::Full Spectrum Permanent::US,1Natural,Matrix::SoColor::US,,tone_level_match,high,base,Natural,Aveda 1Natural → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_1natural__koleston_perfect,Aveda::Full Spectrum Permanent::US,1Natural,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,base,Natural,Aveda 1Natural → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_1natural__dia_light,Aveda::Full Spectrum Permanent::US,1Natural,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,base,Natural,Aveda 1Natural → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_light_n_n__majirel,Aveda::Full Spectrum Permanent::US,Light N/N,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Natural,Aveda Light N/N → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_light_n_n__igora_vibrance,Aveda::Full Spectrum Permanent::US,Light N/N,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Natural,Aveda Light N/N → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_light_n_n__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Light N/N,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Natural,Aveda Light N/N → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_light_n_n__socolor,Aveda::Full Spectrum Permanent::US,Light N/N,Matrix::SoColor::US,,tone_level_match,high,booster,Natural,Aveda Light N/N → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_light_n_n__koleston_perfect,Aveda::Full Spectrum Permanent::US,Light N/N,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Natural,Aveda Light N/N → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_light_n_n__dia_light,Aveda::Full Spectrum Permanent::US,Light N/N,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Natural,Aveda Light N/N → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_n_n__majirel,Aveda::Full Spectrum Permanent::US,Dark N/N,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Natural,Aveda Dark N/N → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_n_n__igora_vibrance,Aveda::Full Spectrum Permanent::US,Dark N/N,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Natural,Aveda Dark N/N → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_n_n__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Dark N/N,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Natural,Aveda Dark N/N → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_n_n__socolor,Aveda::Full Spectrum Permanent::US,Dark N/N,Matrix::SoColor::US,,tone_level_match,high,booster,Natural,Aveda Dark N/N → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_n_n__koleston_perfect,Aveda::Full Spectrum Permanent::US,Dark N/N,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Natural,Aveda Dark N/N → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_n_n__dia_light,Aveda::Full Spectrum Permanent::US,Dark N/N,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Natural,Aveda Dark N/N → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_r_r__majirel,Aveda::Full Spectrum Permanent::US,Dark R/R,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Red,Aveda Dark R/R → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_r_r__igora_vibrance,Aveda::Full Spectrum Permanent::US,Dark R/R,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Red,Aveda Dark R/R → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_r_r__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Dark R/R,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Red,Aveda Dark R/R → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_r_r__socolor,Aveda::Full Spectrum Permanent::US,Dark R/R,Matrix::SoColor::US,,tone_level_match,high,booster,Red,Aveda Dark R/R → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_r_r__koleston_perfect,Aveda::Full Spectrum Permanent::US,Dark R/R,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Red,Aveda Dark R/R → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_r_r__dia_light,Aveda::Full Spectrum Permanent::US,Dark R/R,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Red,Aveda Dark R/R → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_r_v__majirel,Aveda::Full Spectrum Permanent::US,Dark R/V,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Red|Violet,Aveda Dark R/V → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_r_v__igora_vibrance,Aveda::Full Spectrum Permanent::US,Dark R/V,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Red|Violet,Aveda Dark R/V → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_r_v__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Dark R/V,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Red|Violet,Aveda Dark R/V → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_r_v__socolor,Aveda::Full Spectrum Permanent::US,Dark R/V,Matrix::SoColor::US,,tone_level_match,high,booster,Red|Violet,Aveda Dark R/V → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_r_v__koleston_perfect,Aveda::Full Spectrum Permanent::US,Dark R/V,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Red|Violet,Aveda Dark R/V → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_dark_r_v__dia_light,Aveda::Full Spectrum Permanent::US,Dark R/V,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Red|Violet,Aveda Dark R/V → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_blue__majirel,Aveda::Full Spectrum Permanent::US,Blue,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Blue,Aveda Blue → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_blue__igora_vibrance,Aveda::Full Spectrum Permanent::US,Blue,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Blue,Aveda Blue → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_blue__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Blue,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Blue,Aveda Blue → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_blue__socolor,Aveda::Full Spectrum Permanent::US,Blue,Matrix::SoColor::US,,tone_level_match,high,booster,Blue,Aveda Blue → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_blue__koleston_perfect,Aveda::Full Spectrum Permanent::US,Blue,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Blue,Aveda Blue → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_blue__dia_light,Aveda::Full Spectrum Permanent::US,Blue,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Blue,Aveda Blue → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_green__majirel,Aveda::Full Spectrum Permanent::US,Green,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Green,Aveda Green → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_green__igora_vibrance,Aveda::Full Spectrum Permanent::US,Green,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Green,Aveda Green → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_green__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Green,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Green,Aveda Green → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_green__socolor,Aveda::Full Spectrum Permanent::US,Green,Matrix::SoColor::US,,tone_level_match,high,booster,Green,Aveda Green → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_green__koleston_perfect,Aveda::Full Spectrum Permanent::US,Green,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Green,Aveda Green → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_green__dia_light,Aveda::Full Spectrum Permanent::US,Green,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Green,Aveda Green → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_yellow__majirel,Aveda::Full Spectrum Permanent::US,Yellow,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Gold,Aveda Yellow → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_yellow__igora_vibrance,Aveda::Full Spectrum Permanent::US,Yellow,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Gold,Aveda Yellow → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_yellow__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Yellow,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Gold,Aveda Yellow → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_yellow__socolor,Aveda::Full Spectrum Permanent::US,Yellow,Matrix::SoColor::US,,tone_level_match,high,booster,Gold,Aveda Yellow → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_yellow__koleston_perfect,Aveda::Full Spectrum Permanent::US,Yellow,Wella Professionals::Koleston Perfect::US,,tone_level_match,high,booster,Gold,Aveda Yellow → Koleston Perfect via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_yellow__dia_light,Aveda::Full Spectrum Permanent::US,Yellow,L'Oréal Professionnel::Dia Light::US,,tone_level_match,high,booster,Gold,Aveda Yellow → Dia Light via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_orange__majirel,Aveda::Full Spectrum Permanent::US,Orange,L'Oréal Professionnel::Majirel::US,,tone_level_match,high,booster,Copper,Aveda Orange → Majirel via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_orange__igora_vibrance,Aveda::Full Spectrum Permanent::US,Orange,Schwarzkopf Professional::IGORA VIBRANCE::US,,tone_level_match,high,booster,Copper,Aveda Orange → IGORA VIBRANCE via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_orange__shades_eq_gloss,Aveda::Full Spectrum Permanent::US,Orange,Redken::Shades EQ Gloss::US,,tone_level_match,high,booster,Copper,Aveda Orange → Shades EQ Gloss via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
aveda_orange__socolor,Aveda::Full Spectrum Permanent::US,Orange,Matrix::SoColor::US,,tone_level_match,high,booster,Copper,Aveda Orange → SoColor via normalized tone bridge.,Aveda Full Spectrum permanent customization mixing chart (452808418-Full-Spectrum-Color.pdf pp. 2-2)
